,id,terrestrial_date,sol,ls,month,min_temp,pressure,terrestrial_days_on_mars
106,25,2012-12-07,120,220,8,-67.0,867.0,0 days 00:00:00.000000097
107,26,2012-12-08,121,221,8,-66.0,869.0,0 days 00:00:00.000000098
108,27,2012-12-09,122,221,8,-65.0,869.0,0 days 00:00:00.000000099
109,28,2012-12-10,123,222,8,-66.0,875.0,0 days 00:00:00.000000100
110,29,2012-12-11,124,223,8,-66.0,876.0,0 days 00:00:00.000000101
111,30,2012-12-12,125,223,8,-68.0,880.0,0 days 00:00:00.000000101
112,31,2012-12-13,126,224,8,-66.0,880.0,0 days 00:00:00.000000102
113,32,2012-12-14,127,224,8,-67.0,884.0,0 days 00:00:00.000000103
114,33,2012-12-15,128,225,8,-67.0,883.0,0 days 00:00:00.000000104
115,34,2012-12-16,129,226,8,-65.0,886.0,0 days 00:00:00.000000105
116,36,2012-12-17,130,226,8,-65.0,888.0,0 days 00:00:00.000000106
117,37,2012-12-18,131,227,8,-65.0,889.0,0 days 00:00:00.000000107
118,38,2012-12-19,132,228,8,-65.0,890.0,0 days 00:00:00.000000108
119,39,2012-12-20,133,228,8,-65.0,891.0,0 days 00:00:00.000000108
120,40,2012-12-21,134,229,8,-67.0,893.0,0 days 00:00:00.000000109
121,41,2012-12-22,135,230,8,-65.0,894.0,0 days 00:00:00.000000110
122,42,2012-12-23,136,230,8,-65.0,897.0,0 days 00:00:00.000000111
123,43,2012-12-24,137,231,8,-64.0,896.0,0 days 00:00:00.000000112
124,44,2012-12-25,138,232,8,-65.0,899.0,0 days 00:00:00.000000113
125,45,2012-12-26,139,232,8,-66.0,899.0,0 days 00:00:00.000000114
126,47,2012-12-27,140,233,8,-66.0,903.0,0 days 00:00:00.000000114
127,48,2012-12-28,141,233,8,-64.0,904.0,0 days 00:00:00.000000115
128,49,2012-12-29,142,234,8,-65.0,906.0,0 days 00:00:00.000000116
129,50,2012-12-31,143,235,8,-63.0,908.0,0 days 00:00:00.000000118
130,51,2013-01-01,144,235,8,-64.0,907.0,0 days 00:00:00.000000119
131,52,2013-01-02,145,236,8,-64.0,909.0,0 days 00:00:00.000000120
132,53,2013-01-03,146,237,8,-65.0,908.0,0 days 00:00:00.000000120
133,54,2013-01-04,147,237,8,-65.0,914.0,0 days 00:00:00.000000121
134,55,2013-01-05,148,238,8,-65.0,912.0,0 days 00:00:00.000000122
135,56,2013-01-06,149,239,8,-65.0,914.0,0 days 00:00:00.000000123
136,58,2013-01-07,150,239,8,-64.0,913.0,0 days 00:00:00.000000124
137,59,2013-01-08,151,240,9,-65.0,915.0,0 days 00:00:00.000000125
138,60,2013-01-09,152,241,9,-63.0,914.0,0 days 00:00:00.000000126
139,61,2013-01-10,153,241,9,-65.0,915.0,0 days 00:00:00.000000127
140,62,2013-01-11,154,242,9,-65.0,917.0,0 days 00:00:00.000000127
141,63,2013-01-12,155,243,9,-64.0,917.0,0 days 00:00:00.000000128
142,64,2013-01-13,156,243,9,-65.0,922.0,0 days 00:00:00.000000129
143,65,2013-01-14,157,244,9,-64.0,920.0,0 days 00:00:00.000000130
144,66,2013-01-15,158,245,9,-66.0,922.0,0 days 00:00:00.000000131
145,67,2013-01-16,159,245,9,-65.0,918.0,0 days 00:00:00.000000132
146,69,2013-01-17,160,246,9,-67.0,919.0,0 days 00:00:00.000000133
147,70,2013-01-18,161,246,9,-65.0,919.0,0 days 00:00:00.000000133
148,71,2013-01-19,162,247,9,-65.0,919.0,0 days 00:00:00.000000134
149,72,2013-01-20,163,248,9,-65.0,919.0,0 days 00:00:00.000000135
150,73,2013-01-21,164,248,9,-64.0,919.0,0 days 00:00:00.000000136
151,74,2013-01-22,165,249,9,-65.0,922.0,0 days 00:00:00.000000137
152,75,2013-01-23,166,250,9,-65.0,922.0,0 days 00:00:00.000000138
153,76,2013-01-24,167,250,9,-65.0,920.0,0 days 00:00:00.000000139
154,77,2013-01-25,168,251,9,-66.0,923.0,0 days 00:00:00.000000139
155,78,2013-01-26,169,252,9,-66.0,922.0,0 days 00:00:00.000000140
156,80,2013-01-27,170,252,9,-66.0,925.0,0 days 00:00:00.000000141
157,81,2013-01-28,171,253,9,-67.0,925.0,0 days 00:00:00.000000142
158,82,2013-01-29,172,254,9,-67.0,923.0,0 days 00:00:00.000000143
159,83,2013-01-30,173,254,9,-67.0,920.0,0 days 00:00:00.000000144
160,84,2013-01-31,174,255,9,-67.0,921.0,0 days 00:00:00.000000145
161,85,2013-02-01,175,256,9,-68.0,921.0,0 days 00:00:00.000000146
162,86,2013-02-02,176,256,9,-67.0,920.0,0 days 00:00:00.000000146
163,87,2013-02-03,177,257,9,-66.0,921.0,0 days 00:00:00.000000147
164,88,2013-02-04,178,258,9,-66.0,920.0,0 days 00:00:00.000000148
165,89,2013-02-06,179,258,9,-66.0,920.0,0 days 00:00:00.000000150
166,91,2013-02-07,180,259,9,-67.0,919.0,0 days 00:00:00.000000151
167,92,2013-02-08,181,260,9,-67.0,918.0,0 days 00:00:00.000000152
168,93,2013-02-09,182,260,9,-67.0,921.0,0 days 00:00:00.000000152
169,94,2013-02-10,183,261,9,-67.0,921.0,0 days 00:00:00.000000153
170,95,2013-02-11,184,261,9,-67.0,923.0,0 days 00:00:00.000000154
171,96,2013-02-12,185,262,9,-67.0,923.0,0 days 00:00:00.000000155
172,97,2013-02-13,186,263,9,-66.0,922.0,0 days 00:00:00.000000156
173,98,2013-02-14,187,263,9,-67.0,921.0,0 days 00:00:00.000000157
174,99,2013-02-15,188,264,9,-68.0,920.0,0 days 00:00:00.000000158
175,100,2013-02-16,189,265,9,-68.0,920.0,0 days 00:00:00.000000158
176,102,2013-02-17,190,265,9,-66.0,917.0,0 days 00:00:00.000000159
177,103,2013-02-18,191,266,9,-67.0,921.0,0 days 00:00:00.000000160
178,106,2013-02-23,196,269,9,-66.0,916.0,0 days 00:00:00.000000165
179,107,2013-02-24,197,270,10,-68.0,915.0,0 days 00:00:00.000000165
180,108,2013-02-25,198,271,10,-67.0,914.0,0 days 00:00:00.000000166
181,109,2013-02-26,199,271,10,-66.0,917.0,0 days 00:00:00.000000167
182,116,2013-03-23,223,287,10,-71.0,895.0,0 days 00:00:00.000000189
183,117,2013-03-24,224,287,10,-69.0,894.0,0 days 00:00:00.000000190
184,118,2013-03-25,225,288,10,-71.0,894.0,0 days 00:00:00.000000190
185,119,2013-03-26,226,288,10,-70.0,894.0,0 days 00:00:00.000000191
186,120,2013-03-27,227,289,10,-70.0,892.0,0 days 00:00:00.000000192
187,121,2013-03-28,228,290,10,-71.0,894.0,0 days 00:00:00.000000193
188,122,2013-03-29,229,290,10,-69.0,894.0,0 days 00:00:00.000000194
189,124,2013-03-30,230,291,10,-69.0,888.0,0 days 00:00:00.000000195
190,125,2013-03-31,231,292,10,-71.0,890.0,0 days 00:00:00.000000196
191,126,2013-04-01,232,292,10,-69.0,888.0,0 days 00:00:00.000000196
192,127,2013-04-02,233,293,10,-69.0,889.0,0 days 00:00:00.000000197
193,128,2013-04-03,234,293,10,-69.0,890.0,0 days 00:00:00.000000198
194,129,2013-04-04,235,294,10,-70.0,886.0,0 days 00:00:00.000000199
195,130,2013-04-05,236,295,10,-72.0,886.0,0 days 00:00:00.000000200
196,131,2013-04-06,237,295,10,-71.0,883.0,0 days 00:00:00.000000201
197,132,2013-04-07,238,296,10,-70.0,885.0,0 days 00:00:00.000000202
198,133,2013-04-08,239,297,10,-73.0,885.0,0 days 00:00:00.000000203
199,135,2013-04-09,240,297,10,-70.0,884.0,0 days 00:00:00.000000203
200,136,2013-04-10,241,298,10,-72.0,884.0,0 days 00:00:00.000000204
201,137,2013-04-11,242,298,10,-70.0,881.0,0 days 00:00:00.000000205
202,138,2013-04-12,243,299,10,-71.0,884.0,0 days 00:00:00.000000206
203,139,2013-04-13,244,300,11,-69.0,878.0,0 days 00:00:00.000000207
204,140,2013-04-14,245,300,11,-70.0,879.0,0 days 00:00:00.000000208
205,141,2013-04-15,246,301,11,-73.0,878.0,0 days 00:00:00.000000209
206,142,2013-04-16,247,301,11,-71.0,873.0,0 days 00:00:00.000000209
207,143,2013-04-17,248,302,11,-70.0,877.0,0 days 00:00:00.000000210
208,144,2013-04-18,249,303,11,-69.0,873.0,0 days 00:00:00.000000211
209,146,2013-04-19,250,303,11,-70.0,877.0,0 days 00:00:00.000000212
210,147,2013-04-20,251,304,11,-71.0,876.0,0 days 00:00:00.000000213
211,148,2013-04-22,252,304,11,-71.0,874.0,0 days 00:00:00.000000215
212,149,2013-04-23,253,305,11,-71.0,877.0,0 days 00:00:00.000000216
213,150,2013-04-24,254,306,11,-70.0,871.0,0 days 00:00:00.000000216
214,151,2013-04-25,255,306,11,-69.0,877.0,0 days 00:00:00.000000217
215,152,2013-04-26,256,307,11,-70.0,871.0,0 days 00:00:00.000000218
216,153,2013-04-27,257,308,11,-70.0,871.0,0 days 00:00:00.000000219
217,154,2013-04-28,258,308,11,-71.0,869.0,0 days 00:00:00.000000220
218,155,2013-04-29,259,309,11,-72.0,871.0,0 days 00:00:00.000000221
219,157,2013-04-30,260,309,11,-70.0,875.0,0 days 00:00:00.000000222
220,158,2013-05-01,261,310,11,-70.0,868.0,0 days 00:00:00.000000222
221,161,2013-05-08,268,314,11,-70.0,864.0,0 days 00:00:00.000000228
222,162,2013-05-09,269,315,11,-72.0,866.0,0 days 00:00:00.000000229
223,164,2013-05-10,270,315,11,-67.0,863.0,0 days 00:00:00.000000230
224,165,2013-05-11,271,316,11,-69.0,864.0,0 days 00:00:00.000000231
225,166,2013-05-12,272,316,11,-71.0,864.0,0 days 00:00:00.000000232
226,167,2013-05-13,273,317,11,-70.0,861.0,0 days 00:00:00.000000233
227,168,2013-05-14,274,318,11,-70.0,861.0,0 days 00:00:00.000000234
228,169,2013-05-15,275,318,11,-67.0,860.0,0 days 00:00:00.000000235
229,244,2013-05-16,276,319,11,-69.0,858.0,0 days 00:00:00.000000235
230,245,2013-05-17,277,319,11,-69.0,857.0,0 days 00:00:00.000000236
231,246,2013-05-18,278,320,11,-67.0,855.0,0 days 00:00:00.000000237
232,247,2013-05-19,279,321,11,-68.0,856.0,0 days 00:00:00.000000238
233,248,2013-05-20,280,321,11,-69.0,856.0,0 days 00:00:00.000000239
234,249,2013-05-21,281,322,11,-68.0,855.0,0 days 00:00:00.000000240
235,250,2013-05-22,282,322,11,-72.0,856.0,0 days 00:00:00.000000241
236,251,2013-05-23,283,323,11,-68.0,854.0,0 days 00:00:00.000000241
237,252,2013-05-24,284,323,11,-71.0,854.0,0 days 00:00:00.000000242
238,253,2013-05-25,285,324,11,-70.0,852.0,0 days 00:00:00.000000243
239,254,2013-05-26,286,325,11,-71.0,854.0,0 days 00:00:00.000000244
240,255,2013-05-27,287,325,11,-72.0,856.0,0 days 00:00:00.000000245
241,256,2013-05-29,288,326,11,-69.0,854.0,0 days 00:00:00.000000247
242,257,2013-05-30,289,326,11,-71.0,854.0,0 days 00:00:00.000000247
243,258,2013-05-31,290,327,11,-71.0,853.0,0 days 00:00:00.000000248
244,259,2013-06-01,291,327,11,-70.0,853.0,0 days 00:00:00.000000249
245,260,2013-06-02,292,328,11,-71.0,853.0,0 days 00:00:00.000000250
246,261,2013-06-03,293,329,11,-72.0,850.0,0 days 00:00:00.000000251
247,262,2013-06-04,294,329,11,-72.0,852.0,0 days 00:00:00.000000252
248,263,2013-06-05,295,330,12,-71.0,853.0,0 days 00:00:00.000000253
249,264,2013-06-06,296,330,12,-71.0,850.0,0 days 00:00:00.000000254
250,265,2013-06-07,297,331,12,-72.0,849.0,0 days 00:00:00.000000254
251,266,2013-06-08,298,331,12,-72.0,850.0,0 days 00:00:00.000000255
252,267,2013-06-09,299,332,12,-71.0,849.0,0 days 00:00:00.000000256
253,286,2013-06-10,300,333,12,-72.0,852.0,0 days 00:00:00.000000257
254,276,2013-06-11,301,333,12,-73.0,852.0,0 days 00:00:00.000000258
255,287,2013-06-12,302,334,12,-71.0,850.0,0 days 00:00:00.000000259
256,283,2013-06-13,303,334,12,-71.0,849.0,0 days 00:00:00.000000260
257,281,2013-06-14,304,335,12,-70.0,848.0,0 days 00:00:00.000000260
258,275,2013-06-15,305,335,12,-71.0,847.0,0 days 00:00:00.000000261
259,280,2013-06-16,306,336,12,-71.0,848.0,0 days 00:00:00.000000262
260,279,2013-06-17,307,336,12,-72.0,851.0,0 days 00:00:00.000000263
261,282,2013-06-18,308,337,12,-73.0,850.0,0 days 00:00:00.000000264
262,284,2013-06-19,309,338,12,-72.0,848.0,0 days 00:00:00.000000265
263,278,2013-06-20,310,338,12,-71.0,849.0,0 days 00:00:00.000000266
264,277,2013-06-21,311,339,12,-74.0,846.0,0 days 00:00:00.000000266
265,285,2013-06-22,312,339,12,-71.0,845.0,0 days 00:00:00.000000267
266,274,2013-06-23,313,340,12,-77.0,849.0,0 days 00:00:00.000000268
267,272,2013-06-24,314,340,12,-73.0,848.0,0 days 00:00:00.000000269
268,273,2013-06-25,315,341,12,-74.0,850.0,0 days 00:00:00.000000270
269,288,2013-06-26,316,341,12,-74.0,851.0,0 days 00:00:00.000000271
270,268,2013-06-27,317,342,12,-72.0,849.0,0 days 00:00:00.000000272
271,270,2013-06-28,318,342,12,-74.0,849.0,0 days 00:00:00.000000273
272,271,2013-06-29,319,343,12,-73.0,847.0,0 days 00:00:00.000000273
273,269,2013-06-30,320,344,12,-74.0,846.0,0 days 00:00:00.000000274
274,289,2013-07-01,321,344,12,-75.0,847.0,0 days 00:00:00.000000275
275,291,2013-07-02,322,345,12,-74.0,849.0,0 days 00:00:00.000000276
276,290,2013-07-03,323,345,12,-74.0,847.0,0 days 00:00:00.000000277
277,292,2013-07-04,324,346,12,-75.0,850.0,0 days 00:00:00.000000278
278,294,2013-07-06,325,346,12,-74.0,847.0,0 days 00:00:00.000000279
279,295,2013-07-07,326,347,12,-72.0,848.0,0 days 00:00:00.000000280
280,296,2013-07-08,327,347,12,-74.0,848.0,0 days 00:00:00.000000281
281,293,2013-07-09,328,348,12,-75.0,847.0,0 days 00:00:00.000000282
282,298,2013-07-10,329,348,12,-74.0,847.0,0 days 00:00:00.000000283
283,297,2013-07-11,330,349,12,-75.0,848.0,0 days 00:00:00.000000284
284,303,2013-07-12,331,349,12,-74.0,848.0,0 days 00:00:00.000000285
285,300,2013-07-13,332,350,12,-76.0,849.0,0 days 00:00:00.000000285
286,299,2013-07-14,333,350,12,-75.0,849.0,0 days 00:00:00.000000286
287,301,2013-07-15,334,351,12,-74.0,852.0,0 days 00:00:00.000000287
288,302,2013-07-16,335,352,12,-76.0,852.0,0 days 00:00:00.000000288
289,305,2013-07-17,336,352,12,-76.0,852.0,0 days 00:00:00.000000289
290,304,2013-07-18,337,353,12,-75.0,853.0,0 days 00:00:00.000000290
291,306,2013-07-19,338,353,12,-78.0,848.0,0 days 00:00:00.000000291
292,308,2013-07-20,339,354,12,-76.0,849.0,0 days 00:00:00.000000292
293,307,2013-07-21,340,354,12,-76.0,851.0,0 days 00:00:00.000000292
294,310,2013-07-22,341,355,12,-77.0,852.0,0 days 00:00:00.000000293
295,309,2013-07-23,342,355,12,-76.0,851.0,0 days 00:00:00.000000294
296,311,2013-07-24,343,356,12,-77.0,850.0,0 days 00:00:00.000000295
297,317,2013-07-25,344,356,12,-77.0,851.0,0 days 00:00:00.000000296
298,312,2013-07-26,345,357,12,-77.0,853.0,0 days 00:00:00.000000297
299,314,2013-07-27,346,357,12,-76.0,853.0,0 days 00:00:00.000000298
300,313,2013-07-28,347,358,12,-77.0,851.0,0 days 00:00:00.000000298
301,315,2013-07-29,348,358,12,-74.0,850.0,0 days 00:00:00.000000299
302,316,2013-07-30,349,359,12,-75.0,852.0,0 days 00:00:00.000000300
303,318,2013-07-31,350,359,12,-76.0,853.0,0 days 00:00:00.000000301
304,320,2013-08-01,351,0,1,-75.0,853.0,0 days 00:00:00.000000302
305,319,2013-08-02,352,0,1,-77.0,854.0,0 days 00:00:00.000000303
306,323,2013-08-03,353,1,1,-75.0,855.0,0 days 00:00:00.000000304
307,322,2013-08-04,354,1,1,-75.0,857.0,0 days 00:00:00.000000304
308,321,2013-08-05,355,2,1,-75.0,857.0,0 days 00:00:00.000000305
309,324,2013-08-06,356,2,1,-77.0,856.0,0 days 00:00:00.000000306
310,325,2013-08-07,357,3,1,-76.0,857.0,0 days 00:00:00.000000307
311,326,2013-08-17,366,7,1,-76.0,861.0,0 days 00:00:00.000000316
312,328,2013-08-18,367,8,1,-76.0,862.0,0 days 00:00:00.000000317
313,330,2013-08-19,368,8,1,-77.0,863.0,0 days 00:00:00.000000317
314,331,2013-08-20,369,9,1,-75.0,865.0,0 days 00:00:00.000000318
315,332,2013-08-21,370,9,1,-79.0,865.0,0 days 00:00:00.000000319
316,333,2013-08-22,371,10,1,-77.0,865.0,0 days 00:00:00.000000320
317,334,2013-08-23,372,10,1,-76.0,866.0,0 days 00:00:00.000000321
318,335,2013-08-24,373,11,1,-79.0,866.0,0 days 00:00:00.000000322
319,337,2013-08-25,374,11,1,-79.0,866.0,0 days 00:00:00.000000323
320,336,2013-08-26,375,12,1,-77.0,867.0,0 days 00:00:00.000000324
321,340,2013-08-27,376,12,1,-78.0,870.0,0 days 00:00:00.000000324
322,338,2013-08-28,377,13,1,-78.0,870.0,0 days 00:00:00.000000325
323,339,2013-08-29,378,13,1,-78.0,869.0,0 days 00:00:00.000000326
324,341,2013-08-30,379,14,1,-79.0,870.0,0 days 00:00:00.000000327
325,343,2013-08-31,380,14,1,-79.0,870.0,0 days 00:00:00.000000328
326,345,2013-09-01,381,15,1,-79.0,871.0,0 days 00:00:00.000000329
327,344,2013-09-02,382,15,1,-76.0,872.0,0 days 00:00:00.000000330
328,342,2013-09-03,383,16,1,-77.0,874.0,0 days 00:00:00.000000330
329,346,2013-09-04,384,16,1,-77.0,875.0,0 days 00:00:00.000000331
330,351,2013-09-05,385,17,1,-78.0,874.0,0 days 00:00:00.000000332
331,347,2013-09-06,386,17,1,-77.0,873.0,0 days 00:00:00.000000333
332,349,2013-09-07,387,18,1,-78.0,874.0,0 days 00:00:00.000000334
333,350,2013-09-08,388,18,1,-79.0,875.0,0 days 00:00:00.000000335
334,348,2013-09-09,389,19,1,-79.0,875.0,0 days 00:00:00.000000336
335,352,2013-09-10,390,19,1,-78.0,875.0,0 days 00:00:00.000000336
336,353,2013-09-11,391,20,1,-78.0,875.0,0 days 00:00:00.000000337
337,354,2013-09-12,392,20,1,-77.0,876.0,0 days 00:00:00.000000338
338,355,2013-09-13,393,21,1,-76.0,877.0,0 days 00:00:00.000000339
339,356,2013-09-14,394,21,1,-79.0,878.0,0 days 00:00:00.000000340
340,357,2013-09-15,395,22,1,-77.0,878.0,0 days 00:00:00.000000341
341,358,2013-09-16,396,22,1,-78.0,879.0,0 days 00:00:00.000000342
342,359,2013-09-18,397,23,1,-75.0,880.0,0 days 00:00:00.000000343
343,360,2013-09-19,398,23,1,-79.0,880.0,0 days 00:00:00.000000344
344,361,2013-09-20,399,24,1,-79.0,881.0,0 days 00:00:00.000000345
345,363,2013-09-21,400,24,1,-79.0,881.0,0 days 00:00:00.000000346
346,362,2013-09-22,401,25,1,-79.0,882.0,0 days 00:00:00.000000347
347,365,2013-09-23,402,25,1,-78.0,883.0,0 days 00:00:00.000000348
